allay	allay/root/body/0	root/body	chest	0.0	1.21875	0.0	-0.09375	0.0	-0.0625	0.09375	0.25	0.0625
allay	allay/root/body/1	root/body	chest	0.0	1.21875	0.0	-0.09375	0.0	-0.0625	0.09375	0.3125	0.0625
allay	allay/root/body/left_arm/0	root/body/left_arm	left_arm	0.109375	1.25	0.0	-0.015625	-0.03125	-0.0625	0.046875	0.21875	0.0625
allay	allay/root/body/left_wing/0	root/body/left_wing	left_arm	0.03125	1.21875	0.0375	0.0	0.0625	0.0	0.0	0.375	0.5
allay	allay/root/body/right_arm/0	root/body/right_arm	right_arm	-0.109375	1.25	0.0	-0.046875	-0.03125	-0.0625	0.015625	0.21875	0.0625
allay	allay/root/body/right_wing/0	root/body/right_wing	right_arm	-0.03125	1.21875	0.0375	0.0	0.0625	0.0	0.0	0.375	0.5
allay	allay/root/head/0	root/head	head	0.0	1.219375	0.0	-0.15625	-0.3125	-0.15625	0.15625	0.0	0.15625
armadillo	armadillo/body/0	body	chest	0.0	1.3125	0.25	-0.25	-0.4375	-0.625	0.25	0.0625	0.125
armadillo	armadillo/body/1	body	chest	0.0	1.3125	0.25	-0.25	-0.4375	-0.625	0.25	0.0625	0.125
armadillo	armadillo/body/head/head_cube/0	body/head/head_cube	head	0.0	1.1875	-0.4375	-0.09375	-0.08166027	-0.15341353	0.09375	0.25488758	0.08166021
armadillo	armadillo/body/head/left_ear/left_ear_cube/0	body/head/left_ear/left_ear_cube	head	0.09375	1.125	-0.475	-1.1622906E-6	-0.18465102	-0.07966849	0.11548641	0.13140678	0.021707624
armadillo	armadillo/body/head/right_ear/right_ear_cube/0	body/head/right_ear/right_ear_cube	head	-0.09375	1.125	-0.475	-0.11548641	-0.18465102	-0.07966849	1.1622906E-6	0.13140678	0.021707624
armadillo	armadillo/body/tail/0	body/tail	chest	0.0	1.125	0.3125	-0.031250004	-0.03785348	0.0024794638	0.031250004	0.3204353	0.23893327
armadillo	armadillo/cube/0	cube	chest	0.0	1.5	0.0	-0.3125	-0.625	-0.375	0.3125	0.0	0.25
armadillo	armadillo/left_front_leg/0	left_front_leg	left_leg	0.125	1.3125	-0.25	-0.0625	0.0	-0.0625	0.0625	0.1875	0.0625
armadillo	armadillo/left_hind_leg/0	left_hind_leg	left_leg	0.125	1.3125	0.25	-0.0625	0.0	-0.0625	0.0625	0.1875	0.0625
armadillo	armadillo/right_front_leg/0	right_front_leg	right_leg	-0.125	1.3125	-0.25	-0.0625	0.0	-0.0625	0.0625	0.1875	0.0625
armadillo	armadillo/right_hind_leg/0	right_hind_leg	right_leg	-0.125	1.3125	0.25	-0.0625	0.0	-0.0625	0.0625	0.1875	0.0625
armor_stand	armor_stand/base_plate/0	base_plate	chest	0.0	0.75	0.0	-0.375	0.6875	-0.375	0.375	0.75	0.375
armor_stand	armor_stand/body/0	body	chest	0.0	0.0	0.0	-0.375	0.0	-0.09375	0.375	0.1875	0.09375
armor_stand	armor_stand/hat/0	hat	chest	0.0	0.0	0.0	-0.25	-0.5	-0.25	0.25	0.0	0.25
armor_stand	armor_stand/head/0	head	head	0.0	0.0625	0.0	-0.0625	-0.4375	-0.0625	0.0625	0.0	0.0625
armor_stand	armor_stand/left_arm/0	left_arm	left_arm	0.3125	0.125	0.0	0.0	-0.125	-0.0625	0.125	0.625	0.0625
armor_stand	armor_stand/left_body_stick/0	left_body_stick	chest	0.0	0.0	0.0	0.0625	0.1875	-0.0625	0.1875	0.625	0.0625
armor_stand	armor_stand/left_leg/0	left_leg	left_leg	0.11875	0.75	0.0	-0.0625	0.0	-0.0625	0.06250001	0.6875	0.0625
armor_stand	armor_stand/right_arm/0	right_arm	right_arm	-0.3125	0.125	0.0	-0.125	-0.125	-0.0625	0.0	0.625	0.0625
armor_stand	armor_stand/right_body_stick/0	right_body_stick	chest	0.0	0.0	0.0	-0.1875	0.1875	-0.0625	-0.0625	0.625	0.0625
armor_stand	armor_stand/right_leg/0	right_leg	right_leg	-0.11875	0.75	0.0	-0.06250001	0.0	-0.0625	0.0625	0.6875	0.0625
armor_stand	armor_stand/shoulder_stick/0	shoulder_stick	chest	0.0	0.0	0.0	-0.25	0.625	-0.0625	0.25	0.75	0.0625
axolotl	axolotl/body/0	body	chest	0.0	1.25	0.3125	-0.25	-0.125	-0.5625	0.25	0.125	0.0625
axolotl	axolotl/body/1	body	chest	0.0	1.25	0.3125	0.0	-0.1875	-0.5	0.0	0.125	0.0625
axolotl	axolotl/body/head/0	body/head	head	0.0	1.25	-0.25	-0.25	-0.1875	-0.3125	0.25	0.125	0.0
